BID,Suburb,Park_Name,Item_Type,Item_Description,Latitude,Longitude
1451,WAVELL HEIGHTS,BRISTOL PARK,TAP COMBINATION,BUBBLER & TAP,-27.3944747,153.0358023
1452,NORTHGATE,STANLEY RICHARDSON PLACE PARK (ROAD RESE,TAP COMBINATION,TAP COMBINATION,-27.3929284,153.0739169
1453,CHERMSIDE,BURNIE BRAE PARK,TAP COMBINATION,TAP COMBINATION,-27.3889715,153.0346054
1454,GEEBUNG,BOWDEN PARK,TAP COMBINATION,BUBBLER & TAP,-27.3741753,153.049758
1455,BALD HILLS,TINCHI TAMBA WETLANDS RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.3719388,153.0994115
1456,BRIDGEMAN DOWNS,WENDON WAY PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3609317,152.9848415
1457,BOONDALL,BOONDALL PARK,TAP COMBINATION,TAP AND BUBBLER SYSTEM,-27.3382367,153.0564795
1458,BALD HILLS,JOHN STEWART MEMORIAL PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.3262844,153.0091475
1459,BALD HILLS,JOHN STEWART MEMORIAL PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.325874,153.0092097
1460,BRACKEN RIDGE,MCPHERSON PARK,TAP COMBINATION,BUBBLER & TAP,-27.3223538,153.0422432
1461,BRACKEN RIDGE,MCPHERSON PARK,TAP COMBINATION,BUBBLER & TAP,-27.321312,153.0416389
1462,BRACKEN RIDGE,BARRETT STREET PARK (WATER RESERVE),TAP COMBINATION,BUBBLER & 2 TAPS,-27.3204794,153.0322509
1463,BRACKEN RIDGE,ISAAC BEST PARK,TAP COMBINATION,BUBBLER & TAP,-27.3191578,153.0212096
1464,BRACKEN RIDGE,FRED FRANCIS PARK,TAP COMBINATION,BUBBLER & TAP,-27.3173398,153.0440174
1465,BALD HILLS,GUS DAVIES PARK,TAP COMBINATION,BUBBLER & TAP,-27.3067556,153.0205405
1466,BALD HILLS,CANTERBURY PARK,TAP COMBINATION,BUBBLER & TAP,-27.3061071,153.0088385
